1804	2456	314	331	357	52
2763	2526	758	105	1102	1041
1532	2053	1726	563	3085	758
2826	991	1113	1113	2094	2526
105	31	2476	2526	245	575
1754	2659	1041	1754	970	299
502	1370	245	502	1113	245
336	33	2526	1754	1113	812
105	2526	2526	1043	970	1039
336	2526	245	1754	2526	1406
1043	2526	245	1754	2526	1066
1399	2094	1042	278	2526	299
1754	2526	1055	105	245	560
1043	2094	1043	1754	245	1754
1754	2526	245	2526	2526	245
2526	2526	245	1754	245	2260
1754	2526	1055	2526	2526	245
575	2526	245	2526	857	245
563	2526	2526	2526	2434	1039
1113	2526	245	2526	245	245
1055	2526	2526	299	2526	245
2526	2526	2526	2526	1041	245
563	2526	2526	2526	1070	245
1041	2526	1041	2526	1041	245
1754	2526	2526	299	2526	2526
1754	2526	1041	2526	2526	1754
2526	2526	1041	2526	2526	1754
563	2526	2526	2526	2526	1039
563	2526	2526	2526	2526	502
2526	2526	2526	2526	2526	2526
1406	2526	2526	502	2526	2526
2526	2526	2526	2526	2526	1754
1754	2526	2526	2526	2526	563
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	245
563	2526	2526	2526	2526	105
2526	2526	245	2526	2526	2526
1754	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	1043	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
