1804	2456	314	331	357	52
970	2770	2801	1333	575	1059
1754	1043	2526	2526	1041	800
1147	245	1055	563	2094	105
1754	1042	245	2094	2526	2526
1041	1042	2526	105	2526	105
2526	1041	563	2526	2526	502
502	758	2526	1041	2526	2526
245	2526	1055	502	245	1041
2526	2526	1754	2434	2526	1055
2526	2526	2526	245	2526	2526
2526	2526	2526	245	2526	2526
1055	2526	2526	2526	1041	1754
2526	1754	2526	245	2526	245
2526	2526	2526	2526	2526	2526
563	1754	2526	2526	2526	1055
2526	2434	2526	2526	245	245
245	2526	1041	2526	2526	2526
245	2526	2526	2526	2526	245
245	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1754
2526	2526	2526	2526	2526	1041
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
1041	2526	2526	2526	2526	245
2526	2526	2526	2526	1055	2526
2526	2526	2526	2526	2526	1055
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	1041
2526	2526	2526	2526	1754	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	2526
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
2526	2526	2526	2526	2526	245
