Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.500828088771116, 0.08917939047350282)	(0.49983438224577675, 0.017835878094700566)	(0.034840974464531216, 0.0017117592130760177)	1509	284388	10877	1510	(0.49983438224577675, 0.017835878094700566)	(0.010061313584398731, 0.0006262540024069747)	(0.010061313584398731, 0.0006262540024069747)	76	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.509108976482279, 0.08917880340199799)	(0.49817820470354424, 0.0178357606803996)	(0.03468924005155493, 0.001708588726272397)	1504	284388	10877	1515	(0.49817820470354424, 0.0178357606803996)	(0.010011635645019138, 0.0006250345361300317)	(0.010011635645019138, 0.0006250345361300317)	77	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.512421331566744, 0.08917829460356767)	(0.4975157336866512, 0.01783565892071353)	(0.03463896886213436, 0.0017065602542474907)	1502	284388	10877	1517	(0.4975157336866512, 0.01783565892071353)	(0.00999190188793939, 0.0006237064096382229)	(0.00999190188793939, 0.0006237064096382229)	78	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5074527989400464, 0.08917899909292902)	(0.49850944021199073, 0.017835799818585803)	(0.03466083121941918, 0.001705267908299987)	1505	284388	10877	1514	(0.49850944021199073, 0.017835799818585803)	(0.009991900115833997, 0.0006232747198175735)	(0.009991900115833997, 0.0006232747198175735)	79	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4925472010599536, 0.089178999092929)	(0.5014905597880093, 0.017835799818585803)	(0.035049164783455815, 0.001716107553774202)	1514	284388	10877	1505	(0.5014905597880093, 0.017835799818585803)	(0.010129703954087037, 0.0006280920692373206)	(0.010129703954087037, 0.0006280920692373206)	80	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5140775091089766, 0.08917798149539843)	(0.4971844981782047, 0.017835596299079687)	(0.03455548399803051, 0.00170417409078389)	1501	284388	10877	1518	(0.4971844981782047, 0.017835596299079687)	(0.009961932878907854, 0.0006227914657005996)	(0.009961932878907854, 0.0006227914657005996)	81	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5074527989400464, 0.089178999092929)	(0.49850944021199073, 0.017835799818585803)	(0.0347330671981937, 0.0017082050539632457)	1505	284388	10877	1514	(0.49850944021199073, 0.017835799818585803)	(0.010021181416473453, 0.0006246292604536184)	(0.010021181416473453, 0.0006246292604536184)	82	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.499171911228884, 0.08917939047350282)	(0.5001656177542233, 0.017835878094700563)	(0.03489227193280746, 0.0017115383393530434)	1510	284388	10877	1509	(0.5001656177542233, 0.017835878094700563)	(0.010073041690409833, 0.0006263602165806193)	(0.010073041690409833, 0.0006263602165806193)	83	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5074527989400464, 0.089178999092929)	(0.49850944021199073, 0.017835799818585803)	(0.03466212891030841, 0.0017068223566994007)	1505	284388	10877	1514	(0.49850944021199073, 0.017835799818585803)	(0.009997908701688976, 0.000624267506688184)	(0.009997908701688976, 0.000624267506688184)	84	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.490891023517721, 0.089178803401998)	(0.5018217952964558, 0.0178357606803996)	(0.034910031156497545, 0.0017077245928044985)	1515	284388	10877	1504	(0.5018217952964558, 0.0178357606803996)	(0.010062403530208965, 0.0006243491068629573)	(0.010062403530208965, 0.0006243491068629573)	85	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.505796621397814, 0.08917915564536466)	(0.4988406757204372, 0.017835831129072933)	(0.03476554800899971, 0.001708897953503762)	1506	284388	10877	1513	(0.4988406757204372, 0.017835831129072933)	(0.010031914767657323, 0.0006248550342855453)	(0.010031914767657323, 0.0006248550342855453)	86	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.505796621397814, 0.08917915564536466)	(0.4988406757204372, 0.017835831129072933)	(0.0346787758281425, 0.0017047043369708957)	1506	284388	10877	1513	(0.4988406757204372, 0.017835831129072933)	(0.009994335624781811, 0.0006228152372888034)	(0.009994335624781811, 0.0006228152372888034)	87	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.494203378602186, 0.08917915564536466)	(0.5011593242795628, 0.017835831129072933)	(0.03495700832204547, 0.001711845182962249)	1513	284388	10877	1506	(0.5011593242795628, 0.017835831129072933)	(0.010090243019084892, 0.0006262291846741985)	(0.010090243019084892, 0.0006262291846741985)	88	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5240145743623716, 0.08917528089180636)	(0.4951970851275257, 0.017835056178361272)	(0.03448484528809974, 0.0017069961505954395)	1495	284388	10877	1524	(0.4951970851275257, 0.017835056178361272)	(0.00995566640907285, 0.0006243157097747973)	(0.00995566640907285, 0.0006243157097747973)	89	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5024842663133486, 0.08917935133552274)	(0.49950314673733026, 0.017835870267104547)	(0.034712152450808456, 0.001708440295959137)	1508	284388	10877	1511	(0.49950314673733026, 0.017835870267104547)	(0.010015959860592009, 0.0006253296126820131)	(0.010015959860592009, 0.0006253296126820131)	90	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4859224908910234, 0.08917798149539842)	(0.5028155018217952, 0.017835596299079687)	(0.035061035666536206, 0.0017133283477420234)	1518	284388	10877	1501	(0.5028155018217952, 0.017835596299079687)	(0.010121205811011, 0.0006271011420977018)	(0.010121205811011, 0.0006271011420977018)	91	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4975157336866514, 0.08917935133552272)	(0.5004968532626698, 0.017835870267104544)	(0.03473415763260686, 0.001702333007112153)	1511	284388	10877	1508	(0.5004968532626698, 0.017835870267104544)	(0.009998275077758103, 0.0006219180156796043)	(0.009998275077758103, 0.0006219180156796043)	92	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.499171911228884, 0.08917939047350282)	(0.5001656177542233, 0.017835878094700563)	(0.03480045896396521, 0.0017076955912617314)	1510	284388	10877	1509	(0.5001656177542233, 0.017835878094700563)	(0.010035453388214025, 0.0006243933347355796)	(0.010035453388214025, 0.0006243933347355796)	93	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.500828088771116, 0.08917939047350282)	(0.49983438224577675, 0.017835878094700566)	(0.03473495235876901, 0.0017061226295237526)	1509	284388	10877	1510	(0.49983438224577675, 0.017835878094700566)	(0.010013219084516274, 0.0006236211426228508)	(0.010013219084516274, 0.0006236211426228508)	94	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4826101358065586, 0.08917723785909054)	(0.5034779728386883, 0.01783544757181811)	(0.03508162160011739, 0.0017111571287570264)	1520	284388	10877	1499	(0.5034779728386883, 0.01783544757181811)	(0.010118217360572286, 0.0006256113435587002)	(0.010118217360572286, 0.0006256113435587002)	95	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4892348459754885, 0.08917856857231395)	(0.5021530308049023, 0.017835713714462787)	(0.03494634268150221, 0.001709564015589133)	1516	284388	10877	1503	(0.5021530308049023, 0.017835713714462787)	(0.010078424644431283, 0.000625153833957535)	(0.010078424644431283, 0.000625153833957535)	96	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.487578668433256, 0.08917829460356767)	(0.5024842663133487, 0.017835658920713534)	(0.035001981568559055, 0.001709843298536955)	1517	284388	10877	1502	(0.5024842663133487, 0.017835658920713534)	(0.010093155775361469, 0.0006254969371912764)	(0.010093155775361469, 0.0006254969371912764)	97	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.487578668433256, 0.08917829460356767)	(0.5024842663133487, 0.017835658920713534)	(0.03502286494572586, 0.0017098706805109515)	1517	284388	10877	1502	(0.5024842663133487, 0.017835658920713534)	(0.01009897769084159, 0.0006250120636364175)	(0.01009897769084159, 0.0006250120636364175)	98	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.490891023517721, 0.089178803401998)	(0.5018217952964558, 0.0178357606803996)	(0.034907785069179624, 0.00171054078799147)	1515	284388	10877	1504	(0.5018217952964558, 0.0178357606803996)	(0.010072249012924788, 0.0006260900400506435)	(0.010072249012924788, 0.0006260900400506435)	99	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.476366074421723, 0.08209705597269608)	(0.3047267851156554, 0.016419411194539213)	(0.0175931307286061, 0.001230985277152192)	918	284388	0	2101	(0.3047267851156554, 0.016419411194539213)	(0.0046682475777935425, 0.00040469637453223147)	(0.0046682475777935425, 0.00040469637453223147)	1	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.33612600536193, 0.08404385303318193)	(0.33277479892761397, 0.016808770606636388)	(0.01991857045889191, 0.0013061627284955352)	1005	284388	918	2014	(0.33277479892761397, 0.016808770606636388)	(0.005346617984162828, 0.0004340405301220158)	(0.005346617984162828, 0.0004340405301220158)	2	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.2412985274431056, 0.08516871492568617)	(0.35174029451137884, 0.017033742985137237)	(0.020926565671778263, 0.001319506710751473)	1060	284388	1906	1959	(0.35174029451137884, 0.017033742985137237)	(0.005589485774520082, 0.00043716941501409725)	(0.005589485774520082, 0.00043716941501409725)	3	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.255, 0.08501542435506013)	(0.349, 0.017003084871012025)	(0.021063917004545095, 0.0013395948950722671)	1057	284388	2908	1962	(0.349, 0.017003084871012025)	(0.005674009548863312, 0.0004570548833188271)	(0.005674009548863312, 0.0004570548833188271)	4	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.135, 0.08625468738793)	(0.373, 0.017250937477586003)	(0.02362470183981867, 0.0014625961754261233)	1124	284388	3834	1895	(0.373, 0.017250937477586003)	(0.006598238975567694, 0.0005157446832677055)	(0.006598238975567694, 0.0005157446832677055)	5	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(3.07026307026307, 0.08682831303777944)	(0.3859473859473859, 0.017365662607555885)	(0.023366143220493338, 0.0013750106141563931)	1163	284388	4735	1856	(0.3859473859473859, 0.017365662607555885)	(0.0062661780047236545, 0.00045828835632779404)	(0.0062661780047236545, 0.00045828835632779404)	6	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.9780876494023905, 0.08753352443011489)	(0.4043824701195219, 0.01750670488602297)	(0.024743552286556506, 0.0014151401511462412)	1221	284388	5558	1798	(0.4043824701195219, 0.01750670488602297)	(0.006685101848063633, 0.0004783133427885282)	(0.006685101848063633, 0.0004783133427885282)	7	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.886786188579017, 0.08810560636894399)	(0.42264276228419656, 0.017621121273788797)	(0.026251204486672824, 0.0014614720122442433)	1276	284388	6311	1743	(0.42264276228419656, 0.017621121273788797)	(0.0071601353537959316, 0.0005067403296341889)	(0.0071601353537959316, 0.0005067403296341889)	8	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.8929877035559985, 0.08807067882332285)	(0.42140245928880027, 0.017614135764664574)	(0.02705636767188609, 0.0015099082270632477)	1271	284388	7000	1748	(0.42140245928880027, 0.017614135764664574)	(0.007507477300116151, 0.0005256402427923973)	(0.007507477300116151, 0.0005256402427923973)	9	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.7669098143236073, 0.08866968143777684)	(0.44661803713527853, 0.017733936287555367)	(0.028200634089618034, 0.001507488405054959)	1347	284388	7587	1672	(0.44661803713527853, 0.017733936287555367)	(0.007752904230129306, 0.0005210937300637996)	(0.007752904230129306, 0.0005210937300637996)	10	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.732249502322495, 0.08879373574250839)	(0.453550099535501, 0.017758747148501675)	(0.029219489801335617, 0.0015381822677507195)	1369	284388	8110	1650	(0.453550099535501, 0.017758747148501675)	(0.008090729375978089, 0.00053820792947083)	(0.008090729375978089, 0.00053820792947083)	11	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.7399535038193292, 0.08876766546991748)	(0.4520092992361342, 0.017753533093983496)	(0.02976481734394808, 0.001588701129614296)	1362	284388	8537	1657	(0.4520092992361342, 0.017753533093983496)	(0.008391982858313784, 0.0005691170685343955)	(0.008391982858313784, 0.0005691170685343955)	12	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.6840185676392574, 0.0889374778807684)	(0.46319628647214856, 0.01778749557615368)	(0.030477425278579537, 0.0015857460460142532)	1397	284388	8892	1622	(0.46319628647214856, 0.01778749557615368)	(0.00854870597468803, 0.0005624590550976543)	(0.00854870597468803, 0.0005624590550976543)	13	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.630182421227197, 0.08905840413148029)	(0.4739635157545605, 0.01781168082629606)	(0.031475799224236975, 0.0016212784985364331)	1429	284388	9167	1590	(0.4739635157545605, 0.01781168082629606)	(0.00890716259470506, 0.0005842950196487849)	(0.00890716259470506, 0.0005842950196487849)	14	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.580324610798278, 0.0891333523356144)	(0.4839350778403445, 0.01782667046712288)	(0.031985897045148926, 0.0016213224519119197)	1461	284388	9428	1558	(0.4839350778403445, 0.01782667046712288)	(0.009026220044092764, 0.0005845127070033007)	(0.009026220044092764, 0.0005845127070033007)	15	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5207022192779065, 0.08917633765947364)	(0.4958595561444187, 0.017835267531894728)	(0.03313527024748004, 0.0016456871193240381)	1497	284388	9643	1522	(0.4958595561444187, 0.017835267531894728)	(0.00938910817618848, 0.0005988435961602024)	(0.00938910817618848, 0.0005988435961602024)	16	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.480953958264326, 0.08917680732997274)	(0.5038092083471348, 0.01783536146599455)	(0.034545900820567854, 0.0016921710337370176)	1521	284388	9837	1498	(0.5038092083471348, 0.01783536146599455)	(0.009906560245676425, 0.0006244443392547446)	(0.009906560245676425, 0.0006244443392547446)	17	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4892348459754885, 0.08917856857231395)	(0.5021530308049023, 0.017835713714462787)	(0.03431418466392446, 0.001674523513119688)	1516	284388	9987	1503	(0.5021530308049023, 0.017835713714462787)	(0.009791029890449323, 0.0006039741821457147)	(0.009791029890449323, 0.0006039741821457147)	18	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.446174229877443, 0.08915872322974476)	(0.5107651540245114, 0.01783174464594895)	(0.03519272715740083, 0.0016930893082717073)	1542	284388	10129	1477	(0.5107651540245114, 0.01783174464594895)	(0.01007440269748309, 0.0006172112176980942)	(0.01007440269748309, 0.0006172112176980942)	19	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4213315667439548, 0.08913523190875343)	(0.515733686651209, 0.017827046381750686)	(0.0355217507260828, 0.0017004818139872311)	1557	284388	10254	1462	(0.515733686651209, 0.017827046381750686)	(0.010182831377234027, 0.0006215136758069564)	(0.010182831377234027, 0.0006215136758069564)	20	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.441205697250745, 0.08915473014186047)	(0.511758860549851, 0.017830946028372093)	(0.035450001252081545, 0.001709638193280153)	1545	284388	10365	1474	(0.511758860549851, 0.017830946028372093)	(0.010201311227978628, 0.000625525262218275)	(0.010201311227978628, 0.000625525262218275)	21	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4618952948972828, 0.0891690359098528)	(0.5076209410205434, 0.01783380718197056)	(0.03501999182823447, 0.0017095728479852908)	1532	284388	10431	1487	(0.5076209410205434, 0.01783380718197056)	(0.010091585139053592, 0.0006291500775864503)	(0.010091585139053592, 0.0006291500775864503)	22	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.477641603179861, 0.08917582884697486)	(0.5044716793640278, 0.01783516576939497)	(0.034934197206131015, 0.0017030062281158105)	1523	284388	10486	1496	(0.5044716793640278, 0.01783516576939497)	(0.010049218680129013, 0.0006223052206797524)	(0.010049218680129013, 0.0006223052206797524)	23	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4445180523352104, 0.08915743136794053)	(0.5110963895329579, 0.017831486273588104)	(0.035545528560226414, 0.0017158744806670832)	1543	284388	10532	1476	(0.5110963895329579, 0.017831486273588104)	(0.010249000413159681, 0.0006291372558165991)	(0.010249000413159681, 0.0006291372558165991)	24	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4395495197085126, 0.08915332077402448)	(0.5120900960582975, 0.017830664154804898)	(0.03555622770370345, 0.0017161776441555645)	1546	284388	10577	1473	(0.5120900960582975, 0.017830664154804898)	(0.010252158557451218, 0.0006296376436586903)	(0.010252158557451218, 0.0006296376436586903)	25	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4859224908910234, 0.08917798149539842)	(0.5028155018217952, 0.017835596299079687)	(0.034702760301905854, 0.0017010127489930893)	1518	284388	10623	1501	(0.5028155018217952, 0.017835596299079687)	(0.00998061564078637, 0.0006267143782854284)	(0.00998061564078637, 0.0006267143782854284)	26	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.467704537926466, 0.0891719539488585)	(0.5064590924147069, 0.0178343907897717)	(0.03555654821029148, 0.0017296957314706233)	1529	284388	10656	1490	(0.5064590924147069, 0.0178343907897717)	(0.01030763460399537, 0.0006346127919962485)	(0.01030763460399537, 0.0006346127919962485)	27	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.487578668433256, 0.08917829460356766)	(0.5024842663133487, 0.01783565892071353)	(0.035002243886927874, 0.0017153349381714119)	1517	284388	10680	1502	(0.5024842663133487, 0.01783565892071353)	(0.010112684168325904, 0.0006300657851375824)	(0.010112684168325904, 0.0006300657851375824)	28	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.480953958264326, 0.08917680732997274)	(0.5038092083471348, 0.01783536146599455)	(0.03496768122763172, 0.0017025289052803717)	1521	284388	10701	1498	(0.5038092083471348, 0.01783536146599455)	(0.010056997480235974, 0.0006209445273043346)	(0.010056997480235974, 0.0006209445273043346)	29	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.03550916596260744, 0.0017333724344277737)	1526	284388	10724	1493	(0.5054653858893673, 0.017834813510104477)	(0.010304708724080573, 0.0006441187817930808)	(0.010304708724080573, 0.0006441187817930808)	30	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
